serial_number,website_name,url,title,date,content
1,INDIA TODAY,https://www.indiatoday.in/india-today-insight/story/why-its-time-for-a-green-bharat-abhiyaan-2668602-2025-01-22?utm_source=global-search&utm_medium=global-search&utm_campaign=global-search,Why it's time for a Green Bharat Abhiyaan,"UPDATED: Jan 22, 2025 17:55 IST",Listen to Story
2,INDIA TODAY,https://www.indiatoday.in/cities/delhi/story/anti-pollution-curbs-grap-3-revoked-delhi-air-quality-improves-2666413-2025-01-17?utm_source=global-search&utm_medium=global-search&utm_campaign=global-search,Pollution curbs under GRAP 3 revoked in Delhi as air quality improves,"UPDATED: Jan 17, 2025 19:22 IST",Listen to Story
3,INDIA TODAY,https://www.indiatoday.in/cities/delhi/story/pollution-curbs-grap-iv-relaxed-delhi-air-quality-improves-aqi-2665861-2025-01-16?utm_source=global-search&utm_medium=global-search&utm_campaign=global-search,Strictest pollution curbs under GRAP-IV revoked as Delhi air quality improves,"UPDATED: Jan 16, 2025 20:24 IST",Listen to Story
4,INDIA TODAY,https://www.indiatoday.in/india/law-news/story/mumbai-pollution-bombay-high-court-calls-for-panel-on-phasing-out-diesel-vehicles-2665451-2025-01-16?utm_source=global-search&utm_medium=global-search&utm_campaign=global-search,Mumbai pollution: High Court calls for panel on phasing out diesel vehicles,"UPDATED: Jan 16, 2025 12:58 IST",Listen to Story
5,INDIA TODAY,https://www.indiatoday.in/cities/delhi/story/delhi-ncr-region-zero-visibility-dense-fog-flights-trains-air-quality-aqi-weather-2664911-2025-01-15?utm_source=global-search&utm_medium=global-search&utm_campaign=global-search,"Over 300 flights delayed, trains hit as dense fog reduces visibility in Delhi","UPDATED: Jan 15, 2025 12:49 IST",Listen to Story
6,INDIA TODAY,https://www.indiatoday.in/cities/delhi/story/pollution-restrictions-under-grap-3-revoked-delhi-ncr-air-quality-improves-after-rain-2663703-2025-01-12?utm_source=global-search&utm_medium=global-search&utm_campaign=global-search,Pollution curbs under GRAP-3 revoked in Delhi-NCR as air quality improves,"UPDATED: Jan 12, 2025 19:17 IST",Listen to Story
7,INDIA TODAY,https://www.indiatoday.in/cities/delhi/story/delhi-weather-update-rain-lashes-parts-of-delhi-ncr-as-temperature-dips-45-trains-delayed-2663440-2025-01-11?utm_source=global-search&utm_medium=global-search&utm_campaign=global-search,"Chilly weekend for Delhi-NCR as rain, fog lower temperature","UPDATED: Jan 11, 2025 23:16 IST",Listen to Story
8,INDIA TODAY,https://www.indiatoday.in/india/law-news/story/bombay-high-court-on-air-pollution-mumbai-air-quality-crisis-aqi-2662615-2025-01-10?utm_source=global-search&utm_medium=global-search&utm_campaign=global-search,Will Mumbai continue to face haze each year: Bombay High Court on air pollution,"UPDATED: Jan 10, 2025 04:11 IST",Listen to Story
9,INDIA TODAY,https://www.indiatoday.in/cities/delhi/story/air-pollution-delhi-weather-aqi-quality-caqm-measures-grap-stage-3-2662434-2025-01-09?utm_source=global-search&utm_medium=global-search&utm_campaign=global-search,Anti-pollution curbs under GRAP-III back as Delhi air quality worsens,"UPDATED: Jan 9, 2025 23:21 IST",Listen to Story
10,INDIA TODAY,https://www.indiatoday.in/india/story/air-quality-panel-caqm-dust-pollution-directive-delhi-ncr-haryana-uttar-pradesh-gurugram-faridabad-rajasthan-2662312-2025-01-09?utm_source=global-search&utm_medium=global-search&utm_campaign=global-search,Air quality panel seeks action plans to reduce dust pollution in Delhi-NCR,"UPDATED: Jan 9, 2025 21:31 IST",Listen to Story
11,INDIA TODAY,https://www.indiatoday.in/health/story/study-links-microplastics-from-vehicle-tyres-leading-to-lung-and-colon-cancer-2661623-2025-01-08?utm_source=global-search&utm_medium=global-search&utm_campaign=global-search,Study links microplastics from vehicle tyres leading to lung and colon cancer,"UPDATED: Jan 8, 2025 18:19 IST",Listen to Story
12,INDIA TODAY,https://www.indiatoday.in/india-today-insight/story/how-climate-change-impairs-reproductive-health-2661541-2025-01-08?utm_source=global-search&utm_medium=global-search&utm_campaign=global-search,How climate change impairs reproductive health,"UPDATED: Jan 8, 2025 16:35 IST",Listen to Story
13,INDIA TODAY,https://www.indiatoday.in/technology/reviews/story/forbes-air-purifier-500-review-affordable-and-effective-2660976-2025-01-07?utm_source=global-search&utm_medium=global-search&utm_campaign=global-search,Forbes Air Purifier 500 review: Affordable and effective,"UPDATED: Jan 7, 2025 16:15 IST",Listen to Story
14,INDIA TODAY,https://www.indiatoday.in/india/story/air-pollution-bigger-threat-than-cancer-age-reversing-ceo-sounds-alarm-2660717-2025-01-07?utm_source=global-search&utm_medium=global-search&utm_campaign=global-search,Air pollution bigger threat than cancer? Age-reversing CEO sounds alarm,"UPDATED: Jan 7, 2025 07:24 IST",Listen to Story
15,INDIA TODAY,https://www.indiatoday.in/india-today-insight/story/why-fogged-out-delhi-isnt-expecting-a-better-january-than-last-year-2660358-2025-01-06?utm_source=global-search&utm_medium=global-search&utm_campaign=global-search,Why fogged out Delhi isn't expecting a better January than last year,"UPDATED: Jan 6, 2025 15:12 IST",Listen to Story
16,INDIA TODAY,https://www.indiatoday.in/cities/delhi/story/delhi-weather-light-rain-forecast-cold-day-flight-operations-normal-fog-conditions-2660159-2025-01-06?utm_source=global-search&utm_medium=global-search&utm_campaign=global-search,"Rain lashes parts of Delhi, flight operations normal despite fog","UPDATED: Jan 6, 2025 09:12 IST",Listen to Story
17,INDIA TODAY,https://www.indiatoday.in/india/story/delhi-air-pollution-grap-3-restrictions-lifted-ncr-petrol-diesel-vehicles-allowed-2660076-2025-01-05?utm_source=global-search&utm_medium=global-search&utm_campaign=global-search,"Pollution curbs under GRAP-3 lifted in Delhi-NCR, restrictions on vehicles eased","UPDATED: Jan 6, 2025 04:17 IST",Listen to Story
18,INDIA TODAY,https://www.indiatoday.in/magazine/cover-story/vision-2025/story/20250113-climate-change-now-for-a-green-bharat-abhiyaan-by-navroz-k-dubash-india2025-2659202-2025-01-05?utm_source=global-search&utm_medium=global-search&utm_campaign=global-search,Climate change | Now for a green Bharat abhiyaan | By Navroz K. Dubash,"ISSUE DATE: Jan 13, 2025","In 2024, climate change continued its seemingly relentless march. Once the data are in, 2024 will almost certainly be the warmest year on record, beating 2023. This is not an outlier; the 10 warmest years recorded have all occurred since 2010. Yet greenhouse gas emissions, which cause climate change, are still rising, not falling. Emissions grew by more than 1 per cent during 2023 even as scientists say they need to peak and then decline by 25 per cent to 40 per cent by 2030."
19,INDIA TODAY,https://www.indiatoday.in/cities/delhi/story/delhi-sees-seasons-longest-zero-visibility-spell-on-january-4-flights-diverted-2659866-2025-01-05?utm_source=global-search&utm_medium=global-search&utm_campaign=global-search,"18 flights cancelled, over 250 delayed in Delhi amid dense fog; 60 trains affected","UPDATED: Jan 5, 2025 14:24 IST",Listen to Story
20,INDIA TODAY,https://www.indiatoday.in/cities/delhi/story/zero-visibility-parts-of-delhi-due-to-dense-fog-air-quality-recorded-severe-at-many-stations-2659517-2025-01-03?utm_source=global-search&utm_medium=global-search&utm_campaign=global-search,"Zero visibility in parts of Delhi due to fog, air quality severe at many stations","UPDATED: Jan 3, 2025 23:57 IST",Listen to Story
21,INDIA TODAY,https://www.indiatoday.in/cities/delhi/story/delhi-air-quality-worsens-curbs-on-petrol-diesel-vehicles-back-under-grap-3-2659390-2025-01-03?utm_source=global-search&utm_medium=global-search&utm_campaign=global-search,"Delhi air quality worsens, curbs on petrol, diesel vehicles back under GRAP 3","UPDATED: Jan 3, 2025 19:13 IST",Listen to Story
22,INDIA TODAY,https://www.indiatoday.in/elections/assembly/video/delhi-polls-congress-fields-alka-lamba-against-atishi-in-kalkaji-2659371-2025-01-03?utm_source=global-search&utm_medium=global-search&utm_campaign=global-search,Delhi polls: Congress fields Alka Lamba against Atishi in Kalkaji,,"Congress has fielded Alka Lamba as its candidate against Delhi Chief Minister Atishi in the Kalkaji constituency. Alka Lamba, the Mahila Congress president, has been slamming the AAP government over its handling of air pollution, Yamuna water pollution, crime, unemployment, and the controversial alcohol policy. The upcoming Delhi elections promise to be a high-profile contest with hopes of a revival for both the Congress and BJP.
Read More"
23,INDIA TODAY,https://www.indiatoday.in/cities/delhi/story/delhi-cleanest-december-air-quality-2015-aqi-system-began-2657594-2024-12-31?utm_source=global-search&utm_medium=global-search&utm_campaign=global-search,Delhi records cleanest December air since 2015 when AQI system began,"UPDATED: Dec 31, 2024 14:33 IST",Listen to Story
24,INDIA TODAY,https://www.indiatoday.in/cities/mumbai/story/mumbai-air-quality-poor-category-bmc-halts-construction-work-byculla-borivali-east-2657432-2024-12-30?utm_source=global-search&utm_medium=global-search&utm_campaign=global-search,Mumbai civic body halts construction work in 2 areas as air quality dips,"UPDATED: Dec 30, 2024 21:45 IST",Listen to Story
25,INDIA TODAY,https://www.indiatoday.in/cities/delhi/story/delhi-ncr-rain-temperature-dips-after-yellow-alert-winter-western-cyclonic-disturbances-2656536-2024-12-28?utm_source=global-search&utm_medium=global-search&utm_campaign=global-search,Delhi records highest single-day December rainfall in 101 years,"UPDATED: Dec 28, 2024 11:54 IST",Listen to Story
26,INDIA TODAY,https://www.indiatoday.in/cities/mumbai/story/anti-smog-guns-with-fifty-metre-throw-capacity-deployed-mumbai-fight-air-pollution-2656516-2024-12-28?utm_source=global-search&utm_medium=global-search&utm_campaign=global-search,Anti-smog guns with 50-metre throw capacity deployed in Mumbai to fight pollution,"UPDATED: Dec 28, 2024 03:18 IST",Listen to Story
27,INDIA TODAY,https://www.indiatoday.in/cities/delhi/story/delhi-pollution-curbs-under-grap-3-revoked-air-quality-shows-improvement-2656428-2024-12-27?utm_source=global-search&utm_medium=global-search&utm_campaign=global-search,Pollution curbs under GRAP-3 revoked in Delhi-NCR as air quality improves,"UPDATED: Dec 27, 2024 21:13 IST",Listen to Story
28,INDIA TODAY,https://www.indiatoday.in/information/story/delhis-aqi-remains-very-poor-after-drizzle-imd-warns-with-yellow-alert-stmp-2656288-2024-12-27?utm_source=global-search&utm_medium=global-search&utm_campaign=global-search,Delhi's AQI remains 'very poor' after drizzle; IMD warns with yellow alert,"UPDATED: Dec 27, 2024 17:25 IST",Listen to Story
29,INDIA TODAY,https://www.indiatoday.in/cities/mumbai/video/bmc-tackles-air-quality-with-deep-cleaning-drives-ytvd-2655610-2024-12-26?utm_source=global-search&utm_medium=global-search&utm_campaign=global-search,BMC launches deep cleaning drive to combat Mumbai's air pollution,,"The Brihanmumbai Municipal Corporation (BMC) has started comprehensive cleaning operations in Mumbai to tackle the city's deteriorating air quality. The initiative involves road cleaning and deploying air mist technology to reduce dust. BMC's efforts are concentrated on construction zones, covering about 250 km of roads daily. Penalties are being levied on compliance violators.
Read More"
30,INDIA TODAY,https://www.indiatoday.in/cities/delhi/story/delhi-weather-winter-flight-operations-igi-airport-aqi-pollution-fog-christmas-rain-pollution-2655014-2024-12-25?utm_source=global-search&utm_medium=global-search&utm_campaign=global-search,"Flight and train operations hit in Delhi as fog reduces visibility, AQI at 334","UPDATED: Dec 25, 2024 10:26 IST",Listen to Story
31,INDIA TODAY,https://www.indiatoday.in/cities/delhi/story/no-respite-severe-aqi-delhi-yamuna-river-ammonia-water-shortage-2654408-2024-12-24?utm_source=global-search&utm_medium=global-search&utm_campaign=global-search,"No respite from 'severe' air in Delhi, water shortage a problem too. Know why","UPDATED: Dec 24, 2024 10:51 IST",Listen to Story
32,INDIA TODAY,https://www.indiatoday.in/cities/delhi/story/delhi-ncr-light-rain-air-quality-index-severe-weather-forecast-pollution-relief-2653849-2024-12-23?utm_source=global-search&utm_medium=global-search&utm_campaign=global-search,"Light rain in parts of Delhi-NCR, air quality remains 'severe'","UPDATED: Dec 23, 2024 12:47 IST",Listen to Story
33,INDIA TODAY,https://www.indiatoday.in/cities/delhi/story/delhi-air-quality-index-recorded-as-severe-on-sunday-afternoon-no-immediate-respite-likely-2653722-2024-12-22?utm_source=global-search&utm_medium=global-search&utm_campaign=global-search,"Delhi's air quality turns severe, experts warn of no immediate respite","UPDATED: Dec 22, 2024 16:51 IST",Listen to Story
34,INDIA TODAY,https://www.indiatoday.in/india/law-news/story/bombay-high-court-calls-steps-to-curb-mumbai-air-pollution-compliance-report-air-quality-index-2653506-2024-12-21?utm_source=global-search&utm_medium=global-search&utm_campaign=global-search,High Court raps Maharashtra government for deteriorating air quality in Mumbai,"UPDATED: Dec 21, 2024 20:09 IST",Listen to Story
35,INDIA TODAY,https://www.indiatoday.in/cities/delhi/story/delhi-air-quality-index-rain-imd-weather-update-winters-temperature-pollution-2653230-2024-12-21?utm_source=global-search&utm_medium=global-search&utm_campaign=global-search,"Delhi's air quality improves but still 'very poor', rain likely after Christmas","UPDATED: Dec 21, 2024 08:54 IST",Listen to Story
36,INDIA TODAY,https://www.indiatoday.in/world/shows/video/state-craft-can-air-purifiers-save-indias-children-from-pollution-2653084-2024-12-20?utm_source=global-search&utm_medium=global-search&utm_campaign=global-search,Can air purifiers save India's children from pollution?,,Read More
37,INDIA TODAY,https://www.indiatoday.in/cities/delhi/story/delhi-firecracker-ban-new-year-christmas-air-pollution-aqi-weather-2652635-2024-12-20?utm_source=global-search&utm_medium=global-search&utm_campaign=global-search,"Sale, use of firecrackers banned in Delhi ahead of Christmas, New Year","UPDATED: Dec 20, 2024 01:26 IST",Listen to Story
38,INDIA TODAY,https://www.indiatoday.in/information/story/grap-stage-iv-triggers-hybrid-classes-in-gurugram-and-faridabad-schools-2652216-2024-12-19?utm_source=global-search&utm_medium=global-search&utm_campaign=global-search,"As air pollution rises, Gurugram and Faridabad schools move to hybrid mode","UPDATED: Dec 19, 2024 14:14 IST",Listen to Story
39,INDIA TODAY,https://www.indiatoday.in/cities/delhi/story/delhi-dense-fog-warning-air-pollution-quality-aqi-imd-severe-plus-cold-winter-2652045-2024-12-19?utm_source=global-search&utm_medium=global-search&utm_campaign=global-search,Weather body issues alert for dense fog in Delhi as air quality deteriorates,"UPDATED: Dec 19, 2024 04:29 IST",Listen to Story
40,INDIA TODAY,https://www.indiatoday.in/cities/delhi/story/delhi-pollution-air-quality-index-enters-severe-plus-category-2652003-2024-12-18?utm_source=global-search&utm_medium=global-search&utm_campaign=global-search,Delhi's pollution worsens as Air Quality Index enters 'severe plus' category,"UPDATED: Dec 18, 2024 23:53 IST",Listen to Story
41,INDIA TODAY,https://www.indiatoday.in/india/video/delhi-chokes-as-air-quality-remains-severe-smog-reduces-visibility-2651520-2024-12-18?utm_source=global-search&utm_medium=global-search&utm_campaign=global-search,"Delhi chokes as air quality remains 'severe', smog reduces visibility",,"On Wednesday morning, air quality in Delhi remained in the 'severe' category for the third consecutive day with an overall reading of 442. Early morning views of the city revealed a substantial reduction in visibility due to a thick layer of smog. Low-visibility protocols were initiated at Delhi Airport after visibility dropped to 300 meters.
Read More"
42,INDIA TODAY,https://www.indiatoday.in/information/story/delhi-zoo-protecting-animals-pollution-cold-weather-cold-stubble-dust-2651096-2024-12-17?utm_source=global-search&utm_medium=global-search&utm_campaign=global-search,How is Delhi Zoo protecting animals from pollution and cold,"UPDATED: Dec 17, 2024 17:27 IST",Listen to Story
43,INDIA TODAY,https://www.indiatoday.in/information/story/delhi-aqi-grap-4-curbs-reimposed-whats-allowed-and-whats-not-stmp-2650868-2024-12-17?utm_source=global-search&utm_medium=global-search&utm_campaign=global-search,"Delhi air quality dips, GRAP-IV curbs reimposed: What's allowed and what's not","UPDATED: Dec 17, 2024 12:18 IST",Listen to Story
44,INDIA TODAY,https://www.indiatoday.in/cities/delhi/video/grap-iv-curbs-return-in-delhi-as-air-quality-drops-to-severe-2650853-2024-12-17?utm_source=global-search&utm_medium=global-search&utm_campaign=global-search,GRAP-IV curbs return in Delhi as air quality drops to 'severe',,"Delhi's air quality index (AQI) has once again plunged into the 'severe' category, recording readings above 400, prompting authorities to enforce GRAP-IV restrictions to combat escalating pollution levels.

Read More"
45,INDIA TODAY,https://www.indiatoday.in/cities/delhi/story/delhi-air-quality-pollution-severe-aqi-curbs-grap-cold-wave-winter-2650727-2024-12-16?utm_source=global-search&utm_medium=global-search&utm_campaign=global-search,"Delhi air quality drops to 'severe', odd-even an option as GRAP-IV curbs return","UPDATED: Dec 17, 2024 09:22 IST",Listen to Story
46,INDIA TODAY,https://www.indiatoday.in/cities/delhi/story/new-delhi-municipal-council-ndmc-to-install-mist-sprayers-on-electric-poles-to-curb-pollution-2650558-2024-12-16?utm_source=global-search&utm_medium=global-search&utm_campaign=global-search,Delhi civic body to install mist sprayers on electric poles to curb pollution,"UPDATED: Dec 16, 2024 20:30 IST",Listen to Story
47,INDIA TODAY,https://www.indiatoday.in/information/story/what-is-grap-3-and-what-are-its-restrictions-in-delhi-2650534-2024-12-16?utm_source=global-search&utm_medium=global-search&utm_campaign=global-search,"What is GRAP 3, and what are its restrictions in Delhi?","UPDATED: Dec 16, 2024 17:39 IST",Listen to Story
48,INDIA TODAY,https://www.indiatoday.in/india/story/air-pollution-curbs-under-grap-3-back-in-delhi-hybrid-mode-for-up-to-class-5-2650471-2024-12-16?utm_source=global-search&utm_medium=global-search&utm_campaign=global-search,"GRAP-III anti-pollution curbs back in Delhi, hybrid mode for up to Class 5","UPDATED: Dec 16, 2024 16:04 IST",Listen to Story
49,INDIA TODAY,https://www.indiatoday.in/cities/delhi/story/delhi-air-quality-aqi-level-now-weather-cold-wave-temperature-2650266-2024-12-16?utm_source=global-search&utm_medium=global-search&utm_campaign=global-search,"Delhi's air quality drops to very poor again, no immediate relief in sight","UPDATED: Dec 16, 2024 04:58 IST",Listen to Story
50,INDIA TODAY,https://www.indiatoday.in/cities/delhi/story/delhi-air-quality-level-aqi-now-good-moderate-severe-pollution-2649992-2024-12-15?utm_source=global-search&utm_medium=global-search&utm_campaign=global-search,Delhi records highest number of good to moderate air quality days since 2018,"UPDATED: Dec 15, 2024 05:27 IST",Listen to Story
51,INDIA TODAY,https://www.indiatoday.in/information/story/delhi-ncr-air-pollution-smog-grap-3-stict-guidelines-schools-colleges-open-hybrid-construction-car-trucks-2649859-2024-12-14?utm_source=global-search&utm_medium=global-search&utm_campaign=global-search,"Revised, stricter air pollution control plan for Delhi-NCR. Details here","UPDATED: Dec 14, 2024 17:26 IST",Listen to Story
52,INDIA TODAY,https://www.indiatoday.in/cities/delhi/story/air-quality-pollution-delhi-ncr-caqm-grap-measures-anti-pollution-measures-2649845-2024-12-14?utm_source=global-search&utm_medium=global-search&utm_campaign=global-search,Delhi air quality panel modifies pollution norms. Know new guidelines,"UPDATED: Dec 14, 2024 17:16 IST",Listen to Story
53,INDIA TODAY,https://www.indiatoday.in/health/story/air-pollution-deaths-in-india-rose-from-43-million-to-73-million-in-10-years-lancet-study-2648708-2024-12-12?utm_source=global-search&utm_medium=global-search&utm_campaign=global-search,Air pollution deaths in India rose from 4.5 million to 7.3 million in 10 years: Lancet,"UPDATED: Dec 13, 2024 19:33 IST",Listen to Story
54,INDIA TODAY,https://www.indiatoday.in/cities/delhi/story/delhi-pollution-aqi-air-quality-restrictions-grap-supreme-court-commissioner-2649130-2024-12-13?utm_source=global-search&utm_medium=global-search&utm_campaign=global-search,"Air quality panel chose to act as mute spectator, Supreme Court told","UPDATED: Dec 13, 2024 00:37 IST",Listen to Story
55,INDIA TODAY,https://www.indiatoday.in/india-today-insight/story/anti-smog-guns-wearable-purifiers-how-indians-are-fixing-bad-air-on-their-own-2648667-2024-12-12?utm_source=global-search&utm_medium=global-search&utm_campaign=global-search,"Anti-smog guns, wearable purifiers… How Indians are fixing bad air on their own","UPDATED: Dec 12, 2024 18:14 IST",Listen to Story
56,INDIA TODAY,https://www.indiatoday.in/world/story/delhis-toxic-air-crisis-can-cloud-seeding-be-the-solution-to-hazardous-pollution-levels-2648467-2024-12-11?utm_source=global-search&utm_medium=global-search&utm_campaign=global-search,Delhi's toxic air crisis: Can 'cloud seeding' be the solution to hazardous pollution levels?,"UPDATED: Dec 11, 2024 20:53 IST",Listen to Story
57,INDIA TODAY,https://www.indiatoday.in/cities/delhi/story/delhis-green-cover-reduced-amid-pollution-concerns-government-to-parliament-2647556-2024-12-10?utm_source=global-search&utm_medium=global-search&utm_campaign=global-search,Delhi's green cover reduced: Centre to Parliament amid pollution concerns,"UPDATED: Dec 10, 2024 15:46 IST",Listen to Story
58,INDIA TODAY,https://www.indiatoday.in/india/story/delhi-assembly-polls-bjp-former-mps-women-schemes-aap-government-pollution-anti-incumbency-2647409-2024-12-10?utm_source=global-search&utm_medium=global-search&utm_campaign=global-search,"BJP may field ex-MPs, announce women-centric schemes for Delhi polls: Sources","UPDATED: Dec 10, 2024 06:14 IST",Listen to Story
59,INDIA TODAY,https://www.indiatoday.in/information/story/how-environmental-factors-contribute-to-lung-health-decline-2646976-2024-12-09?utm_source=global-search&utm_medium=global-search&utm_campaign=global-search,How environmental factors contribute to lung health decline,"UPDATED: Dec 9, 2024 11:58 IST",Listen to Story
60,INDIA TODAY,https://www.indiatoday.in/cities/delhi/story/delhi-light-rain-weather-forecast-aqi-air-quality-very-poor-poor-readings-2646864-2024-12-09?utm_source=global-search&utm_medium=global-search&utm_campaign=global-search,"Rain in Delhi improves air quality from 'very poor' to 'poor', AQI at 273","UPDATED: Dec 9, 2024 03:38 IST",Listen to Story
61,INDIA TODAY,https://www.indiatoday.in/cities/delhi/story/delhi-aqi-in-poor-category-light-rain-predicted-winters-to-intesnify-2646625-2024-12-08?utm_source=global-search&utm_medium=global-search&utm_campaign=global-search,"Delhi air quality remains 'poor', light rain today expected to intensify cold","UPDATED: Dec 8, 2024 10:42 IST",Listen to Story
62,INDIA TODAY,https://www.indiatoday.in/technology/news/story/shashi-tharoor-promotes-atovio-pebble-air-purifier-later-says-it-stopped-working-what-is-atovio-pebble-2646645-2024-12-08?utm_source=global-search&utm_medium=global-search&utm_campaign=global-search,"Shashi Tharoor promotes Atovio Pebble air purifier, later says it stopped working: What is Atovio Pebble","UPDATED: Dec 8, 2024 10:31 IST",Listen to Story
63,INDIA TODAY,https://www.indiatoday.in/cities/story/delhi-weather-winter-cold-season-lowest-temperature-air-quality-deteriorates-pollution-2646343-2024-12-07?utm_source=global-search&utm_medium=global-search&utm_campaign=global-search,"At 7.1°C, Delhi wakes up to coldest morning of season, air quality 'poor' again","UPDATED: Dec 7, 2024 12:43 IST",Listen to Story
64,INDIA TODAY,https://www.indiatoday.in/india/video/nitin-gadkari-pollution-makes-delhi-unbearable-2646263-2024-12-07?utm_source=global-search&utm_medium=global-search&utm_campaign=global-search,Nitin Gadkari: Pollution makes Delhi unbearable,,"Union Minister Nitin Gadkari voiced his concerns about Delhi's severe air pollution, calling it ""terrible"" and harmful to his health. At an event, he revealed that the pollution infections make him hesitant to visit the city, forcing him to do two hours of pranayama before arriving. Gadkari highlighted the urgent need for India to shift to alternative energy sources to reduce reliance on fossil fuels and cut imports worth ₹22 lakh crore annually. Despite slight improvements in Delhi’s air quality, activists warn of the severe health risks posed by the ongoing pollution crisis.
  Read More"
65,INDIA TODAY,https://www.indiatoday.in/india/story/nitin-gadkari-on-why-he-doesnt-like-to-visit-delhi-terrible-pollution-2645745-2024-12-06?utm_source=global-search&utm_medium=global-search&utm_campaign=global-search,Nitin Gadkari on why he doesn't like to visit Delhi: Terrible pollution,"UPDATED: Dec 6, 2024 07:34 IST",Listen to Story
66,INDIA TODAY,https://www.indiatoday.in/cities/delhi/story/delhi-air-pollution-aqi-anti-pollution-measures-grap-supreme-court-order-caqm-cpcb-2645727-2024-12-06?utm_source=global-search&utm_medium=global-search&utm_campaign=global-search,GRAP-IV pollution curbs relaxed to GRAP-II in Delhi after Supreme Court order,"UPDATED: Dec 6, 2024 00:13 IST",Listen to Story
67,INDIA TODAY,https://www.indiatoday.in/technology/news/story/philips-4200-series-pro-air-purifier-review-perfect-device-to-tackle-delhi-pollution-2645623-2024-12-05?utm_source=global-search&utm_medium=global-search&utm_campaign=global-search,Philips 4200 Series Pro Air purifier review: Perfect device to tackle Delhi pollution,"UPDATED: Dec 5, 2024 20:33 IST",Listen to Story
68,INDIA TODAY,https://www.indiatoday.in/diu/story/delhi-air-crisis-worst-november-in-8-years-pm25-pollution-2645442-2024-12-05?utm_source=global-search&utm_medium=global-search&utm_campaign=global-search,Delhi's air crisis: Worst November in 8 years sparks calls for action,"UPDATED: Dec 5, 2024 17:03 IST",Listen to Story
69,INDIA TODAY,https://www.indiatoday.in/trending-news/story/as-delhi-chokes-due-to-pollution-5-star-hotels-sell-clean-air-as-a-service-2645349-2024-12-05?utm_source=global-search&utm_medium=global-search&utm_campaign=global-search,"As Delhi chokes due to pollution, 5-star hotels 'sell clean air as a service'","UPDATED: Dec 5, 2024 13:44 IST",Listen to Story
70,INDIA TODAY,https://www.indiatoday.in/cities/delhi/story/delhi-construction-workers-rs-8000-anti-pollution-curbs-ban-supreme-court-government-2644765-2024-12-04?utm_source=global-search&utm_medium=global-search&utm_campaign=global-search,"Delhi to pay Rs 8,000 to construction workers hit by anti-pollution curbs","UPDATED: Dec 4, 2024 15:53 IST",Listen to Story
71,INDIA TODAY,https://www.indiatoday.in/india-today-insight/story/bad-air-how-to-breathe-easy-with-ayurveda-2644238-2024-12-03?utm_source=global-search&utm_medium=global-search&utm_campaign=global-search,Bad air? How to breathe easy with ayurveda,"UPDATED: Dec 3, 2024 18:49 IST",Listen to Story
72,INDIA TODAY,https://www.indiatoday.in/india/law-news/story/delhi-air-pollution-aqi-quality-supreme-court-grap-iv-measures-cqam-violations-stubble-burning-construction-2643580-2024-12-02?utm_source=global-search&utm_medium=global-search&utm_campaign=global-search,Court commissioner claims threat for flagging anti-pollution violation in Delhi,"UPDATED: Dec 2, 2024 18:56 IST",Listen to Story
73,INDIA TODAY,https://www.indiatoday.in/india/law-news/story/delhi-air-pollution-grap-4-restrictions-supreme-court-ncr-aqi-mcd-caqm-dpcc-2643555-2024-12-02?utm_source=global-search&utm_medium=global-search&utm_campaign=global-search,Hardly any implementation of GRAP-IV: Supreme Court on Delhi air pollution,"UPDATED: Dec 2, 2024 18:07 IST",Listen to Story
74,INDIA TODAY,https://www.indiatoday.in/india/video/parliament-logjam-a-look-at-money-wasted-when-there-is-an-adjournment-or-washout-2643560-2024-12-02?utm_source=global-search&utm_medium=global-search&utm_campaign=global-search,Parliament logjam: A look at money wasted when there is an adjournment or washout,,"Examining the financial impact of parliamentary washouts, this discussion highlights the significant taxpayer money wasted due to adjournments. It also delves into the priorities of various political parties, such as Congress's Adani issue focus, AAP's air pollution concerns, and Trinamool Congress's attention to Delhi-Dhaka talks and the Manipur crisis. Additionally, the Samajwadi Party's focus on Sambhal violence is explored, along with the lack of opposition unity causing chaos.
Read More"
75,INDIA TODAY,https://www.indiatoday.in/cities/delhi/story/december-first-day-respite-delhi-air-quality-slightly-improves-poor-aqi-of-285-2643247-2024-12-02?utm_source=global-search&utm_medium=global-search&utm_campaign=global-search,December's first day brings respite for Delhi as air quality slightly improves,"UPDATED: Dec 2, 2024 00:00 IST",Listen to Story
76,INDIA TODAY,https://www.indiatoday.in/india/video/india-set-to-observe-national-pollution-control-day-ytvd-2643210-2024-12-01?utm_source=global-search&utm_medium=global-search&utm_campaign=global-search,India to mark National Pollution Control Day amidst growing air quality concerns,,"India will observe National Pollution Control Day on December 2. Experts are sounding the alarm that long-term exposure to air pollution can cause lung cancer, even in non-smokers. They point out that everyone, including healthy individuals, faces risks from airborne toxins, especially in areas with poor air quality. Recent statistics reveal an increase in lung cancer cases among non-smokers, with air pollution as a major contributor. Experts urge immediate action to curtail air pollution, focusing on India's tier 1 and tier 2 cities.
Read More"
77,INDIA TODAY,https://www.indiatoday.in/health/story/air-pollution-landscape-fire-lancet-study-death-diseases-illness-india-2643220-2024-12-01?utm_source=global-search&utm_medium=global-search&utm_campaign=global-search,Air pollution due to landscape fires causes 1.53 million deaths a year: Report,"UPDATED: Dec 1, 2024 21:26 IST",Listen to Story
